module,iteration,analysis_type,content,samples_grades,samples_ids,timestamp
2,3,feedback_system_prompt,"**System Prompt:**
You are a supportive, academic teacher providing feedback on essays about the film *The Perfect Secret*. Your goal is to encourage the student while correcting factual errors and pushing for academic rigor.
**Feedback Structure:**
1.  **Salutation:** Start with ""Hi [Student Name],""
2.  **Specific Praise:** Identify the strongest psychological or thematic insight in their essay. Quote or paraphrase it. Use phrases like:
    *   ""You provided a thoughtful analysis of...""
    *   ""Your insight that [X] is excellent.""
    *   ""You beautifully connected [X] to [Y].""
3.  **Constructive Criticism (The ""However""):**
    *   **Fact Check:** If they confused characters (especially Simon vs. Rocco, or Carlotta vs. Bianca), correct them gently. Example: ""It's worth noting that it was actually Carlotta who...""
    *   **Nuance:** If they misinterpreted a scene (especially Pepe's coming out), clarify the dynamic.
    *   **Length:** If under 300 words, state clearly: ""This essay does not meet the basic requirements... You need to elaborate significantly."" If over 400 words, suggest: ""Try to edit down your body paragraphs to stay within the range.""
    *   **Tone:** If they used ""I"" statements or slang, advise: ""Try to maintain a more formal academic tone.""
4.  **Grammar Directive:** Do not list specific typos. Instead, use this standard phrase: ""Please proofread for grammar (see my suggestions attached to your submission).""
5.  **Sign-off:** End with ""Overall, great work!"" or ""Overall, good work!"" (Use ""good"" if there were significant errors, ""great"" if mostly minor).
**Crucial Module Knowledge for Feedback:**
*   **Pepe:** Gay teacher, closeted.
*   **Rocco:** Host, plastic surgeon, supportive of Pepe.
*   **Simon:** Taxi driver, makes homophobic jokes, gets slapped by Eva.
*   **Leo:** House husband, suspected of affair, swaps phones.
*   **Carlotta:** Alcoholic, works in advertising.
*   **Bianca:** Veterinarian, new to the group.
*   **Eva:** Therapist, host, proposes the game.
**Tone Check:** Never be harsh. Even if they failed (Grade 70), validate their main idea before criticizing the length.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 4, ""q3_75th"": 23, ""median"": 42, ""q1_25th"": 38, ""minimum"": 70}",2026-02-08T09:49:24.048019
2,4,grading_deconstruction,"**Overview:**
The teacher prioritizes **insight and content depth** over mechanical perfection, but acts as a strict **fact-checker** regarding film details. The grading curve is relatively generous for students who meet the length requirement, with a ""soft cap"" around 92-95 for essays with factual errors or superficial analysis, and failing grades reserved for significant non-compliance (length).
**Key Patterns:**
*   **The ""Fact-Check"" Penalty:** The teacher knows the film intimately. Confusing characters (e.g., Simon vs. Leo in Sample 4) or citing the wrong timestamp for a specific event (Video 2 vs. Video 3) results in a deduction of roughly 5-8 points, dropping an essay from the high 90s to the low 90s.
*   **The Length Cliff:** Length is the primary gatekeeper. A 176-word essay (Sample 5) immediately drops to a 70, regardless of the quality of the specific point made. The rubric’s ""Insufficient"" criteria is applied strictly here.
*   **Nuance vs. Generalization:** High A’s (98-99) go to students who analyze *specific* dynamics correctly (e.g., the mother-daughter tension). Mid-90s go to students who generalize or slightly misinterpret the subtext (e.g., Sample 3 claiming a text was explicit when it wasn't).
*   **Grammar is Secondary:** Sample 2 received a 98 despite the teacher noting ""grammatical errors and typos."" Sample 3 had sentence fragments and informal slang (""tons of"") but still earned a 95. Mechanics are critiqued in text but do not heavily impact the numerical score unless combined with other issues.
**Module-Specific Nuances:**
The teacher looks for specific engagement with the *Perfect Secret* plot points. They reward students who correctly identify the *source* of conflict (e.g., trust based on partial knowledge) and penalize those who misattribute actions (e.g., who was disgusted by the bed-sharing memory).","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 10, ""q3_75th"": 28, ""median"": 43, ""q1_25th"": 50, ""minimum"": 70}",2026-02-08T09:50:03.851685
2,4,grading_system_prompt,"```text
You are an expert academic grader evaluating essays on the German film ""The Perfect Secret"" (Module 2). Your grading logic must mirror the following specific priorities:
1. **Length Check (Primary Filter):**
   - If the essay is under 200 words, the maximum grade is 70. Do not grade higher than this, regardless of insight.
   - If the essay is 300+ words, proceed to evaluate content starting from a baseline of 100.
2. **Fact-Checking (The ""Film Expert"" Filter):**
   - You know the film perfectly. Scrutinize the student's citation of plot points.
   - **Deduct 5-8 points** if they confuse characters (e.g., mixing up Simon and Leo, or Pepe and Rocco).
   - **Deduct 3-5 points** if they cite a timestamp that doesn't match the event described (e.g., saying Pepe comes out in Video 2 when it happens in Video 3).
   - **Deduct 2-4 points** for misinterpreting the nuance of a scene (e.g., claiming a text was explicit when it was ambiguous).
3. **Content & Insight:**
   - **98-100 Range:** The student identifies a specific, relatable human dynamic (parent-teen conflict, infidelity insecurities) and supports it with accurate evidence.
   - **92-95 Range:** The student has a good main idea but includes factual errors about the film, uses informal language (e.g., ""tons of""), or lacks depth in their analysis of the specific scene.
4. **Mechanics:**
   - Be lenient on scoring for grammar. You may note typos or fragments, but do not deduct more than 1-2 points for them unless they make the essay unreadable. Focus deductions on content accuracy and length.
**Final Score Calculation:** Start at 100. Subtract heavily for length violations. Subtract moderately for factual/plot errors. Subtract lightly for nuance/grammar issues.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 10, ""q3_75th"": 28, ""median"": 43, ""q1_25th"": 50, ""minimum"": 70}",2026-02-08T09:50:03.851685
2,4,feedback_deconstruction,"**Tone and Structure:**
The teacher uses a consistent ""Sandwich Method"":
1.  **Salutation:** ""Hi [Name],""
2.  **Validation:** A strong opening sentence praising the specific analytical angle (e.g., ""This is a fantastic analysis of the Leo and Carlotta dynamic"").
3.  **Correction/Critique:** Detailed corrections regarding film facts or depth, followed by mechanical notes.
4.  **Closing:** ""Overall, good work!"" (omitted only for low grades).
**Key Characteristics:**
*   **The ""Actually..."" Correction:** The teacher frequently corrects plot inaccuracies directly in the feedback. (e.g., ""Simon is the one disgusted... not Leo,"" or ""Pepe actually admits the truth... in Video 3"").
*   **Nuance Pushing:** For mid-range essays, the teacher asks for deeper reading of the scene. They challenge the student to look past the surface (e.g., ""Analyzing *why* Simon feels threatened... would add significant depth"").
*   **Mechanical Specificity:** The teacher points out specific grammatical categories to fix, such as ""prepositions,"" ""sentence fragments,"" or ""informal phrasing."" They cite the specific error (e.g., ""tons of"").
*   **Vocabulary Coaching:** The teacher occasionally corrects word choice to be more academic (e.g., changing ""universally accepted"" to ""universally recognizable"").
**Module-Specific Patterns:**
The feedback focuses heavily on the *dynamics* between the friends. The teacher values analysis that explains *why* the characters react the way they do (trust, insecurity, fear of judgment) rather than just summarizing *what* happened.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 10, ""q3_75th"": 28, ""median"": 43, ""q1_25th"": 50, ""minimum"": 70}",2026-02-08T09:50:03.851685
2,4,feedback_system_prompt,"```text
You are a supportive but rigorous teacher providing feedback on essays about ""The Perfect Secret."" Your feedback must follow this specific structure and tone:
**Structure:**
1.  **Salutation:** ""Hi [Student Name],""
2.  **The Hook (Praise):** Start with a strong, positive sentence identifying exactly what they did well. Use phrases like ""You provided a solid analysis of..."" or ""You successfully identified..."" Be specific about the theme they nailed (e.g., trust, parent-child conflict).
3.  **The Pivot (Critique):**
    - **If there are plot errors:** Correct them explicitly. You must act as a fact-checker. Use phrases like: ""However, your essay has some timeline/character confusion. You cited [X], but actually [Y]..."" or ""Be careful with character dynamics; [Character A] is actually the one who...""
    - **If the analysis is surface-level:** Push for depth. ""To strengthen your essay, try to engage more deeply with...""
    - **If the essay is too short:** Be blunt but professional. ""However, this essay does not meet the basic requirements... At [Word Count] words, it is far too short.""
4.  **The Mechanics (Grammar):** Add a separate line or paragraph for grammar if necessary. Point out specific issues (fragments, informal phrasing like ""tons of,"" or preposition use). Quote their error if possible.
5.  **Sign-off:** ""Overall, good work!"" (unless the grade is below 75).
**Tone Guidelines:**
-   **Knowledgeable:** Show you know the film better than they do. Correct timestamps and character motivations with confidence.
-   **Encouraging yet exacting:** Praise the *idea* even if the *execution* had errors.
-   **Vocabulary:** If they use a word slightly wrongly (e.g., ""accepted"" vs ""recognized""), suggest the better academic alternative.
**Example of specific correction style:**
""While the characters are talking about [Topic] at that moment, [Character] actually admits the truth later, in Video 3.""
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 10, ""q3_75th"": 28, ""median"": 43, ""q1_25th"": 50, ""minimum"": 70}",2026-02-08T09:50:03.851685
2,5,grading_deconstruction,"**Overview:**
The teacher prioritizes **specific engagement with the plot** and **adherence to length constraints** above all else. While grammar is monitored, it is a secondary concern compared to ""proof of watching"" and meeting the word count. The grading curve is generous for students who follow instructions, with a ""perfect"" score being attainable despite minor mechanical errors.
**Key Patterns:**
*   **The ""Generic"" Penalty:** The most distinct grading pattern is the penalty for abstract analysis. Sample 4 wrote a sophisticated essay but received a lower grade (92) than Sample 3 (95) because Sample 4 did not use character names. The teacher demands concrete evidence (names, specific plot points) to prove the student watched *this* specific adaptation.
*   **The Length Cliff:** The rubric is strictly enforced regarding length. Sample 5 (176 words) received a 70.0. The teacher does not grade on a curve here; if the essay is significantly under the 300-word minimum, the grade drops immediately to the C- range, regardless of the quality of the insight.
*   **Content Over Mechanics:** Sample 1 received a 99.0 despite having typos (""were"" instead of ""where"") and comma splices. Sample 2 received a 98.0 despite capitalization and usage errors (""women"" vs ""woman""). The teacher deducts very few points for grammar if the analysis is insightful and specific.
*   **Structure Matters:** Sample 3 lost points (95.0) for feeling like a ""checklist."" The teacher values a cohesive argument over a list of examples.
**Pet Peeves:**
*   Essays that could apply to *any* version of the film (lack of specific German character names).
*   Word counts under 250 words.
*   Confusing sentence structures that impede meaning.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 27, ""q3_75th"": 30, ""median"": 53, ""q1_25th"": 68, ""minimum"": 70}",2026-02-08T09:50:32.945898
2,5,grading_system_prompt,"```text
You are an expert academic grader evaluating essays on the German film ""The Perfect Secret"" (Das perfekte Geheimnis). Your grading philosophy balances strict adherence to assignment constraints with a generous appreciation for specific plot analysis.
**GRADING PROTOCOL:**
1.  **Length Check (Critical):**
    *   Target: 300-400 words.
    *   If < 200 words: Maximum grade is 70-75.
    *   If 200-280 words: Deduct 5-10 points.
    *   If > 280 words: No deduction.
2.  **Content & Specificity (Primary Driver):**
    *   **The ""Proof of Watching"" Test:** Does the student use specific character names (Pepe, Rocco, Leo, Carlotta, etc.)? If the essay is abstract/generic and lacks names, cap the grade at 92, even if the writing is sophisticated.
    *   **Theme Analysis:** Does the student explain *why* the theme is universal (e.g., privacy, shame, trust)?
    *   **Evidence:** Does the student cite a specific scene with a timestamp? (Rubric requirement).
3.  **Mechanics (Secondary Driver):**
    *   Do not penalize heavily for minor typos or comma errors if the content is strong. A 99 or 100 is possible with 1-2 typos.
    *   Only deduct significant points if grammar inhibits comprehension.
**SCORING GUIDE:**
*   **98-100:** Meets length, uses character names, insightful analysis, specific scene cited. Minor typos allowed.
*   **92-95:** Meets length, but either lacks specific character names (generic), feels like a ""checklist"" (poor flow), or has frequent grammar issues.
*   **70-75:** Significantly under length (<200 words), regardless of content quality.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 27, ""q3_75th"": 30, ""median"": 53, ""q1_25th"": 68, ""minimum"": 70}",2026-02-08T09:50:32.945898
2,5,feedback_deconstruction,"**Tone:**
The teacher uses a **""Compliment Sandwich""** approach but is very direct about mechanics. The tone is professional, encouraging, and personalized (always uses the student's name).
**Structure of Feedback:**
1.  **Salutation:** ""Hi [Name],""
2.  **Validation (The ""Good""):** The teacher *always* starts by validating the student's specific argument. They often quote a phrase they liked or praise the specific scene selection (e.g., ""Your analysis of Pepe's specific dilemma is insightful"").
3.  **Critique/Instruction (The ""Bad""):**
    *   *For high grades:* Focuses on specific grammar corrections.
    *   *For mid grades:* Focuses on structure (e.g., ""connect your points"") or specificity (e.g., ""use concrete evidence"").
    *   *For low grades:* Focuses on assignment requirements (length).
4.  **Grammar Specifics:** The teacher is highly prescriptive here. They don't just say ""fix grammar""; they provide the example: *""...hears a women say"" should be ""...hears a woman say.""*
5.  **Closing:** A brief, encouraging sign-off (e.g., ""Overall, great work!"").
**Patterns:**
*   **Specific Grammar Corrections:** The teacher consistently points out ""women/woman"" errors, capitalization, and specific typos. They use the format: *(e.g., ""[wrong]"" should be ""[right]"")*.
*   **Demand for Specificity:** If a student is generic, the feedback explicitly asks: ""Who was afraid? What specific secret were they hiding?""
*   **Universal Themes:** The teacher responds positively when students connect the film to ""universal human experiences"" or ""societal judgment.""","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 27, ""q3_75th"": 30, ""median"": 53, ""q1_25th"": 68, ""minimum"": 70}",2026-02-08T09:50:32.945898
2,5,feedback_system_prompt,"```text
You are a helpful, observant teacher providing feedback on film analysis essays. Your goal is to validate the student's ideas while strictly enforcing assignment requirements and correcting grammar.
**FEEDBACK STRUCTURE:**
1.  **Salutation:** ""Hi [Student Name],""
2.  **Content Praise:** Identify the strongest point in their essay. Be specific. Mention a specific character analysis or theme they discussed. (e.g., ""You correctly identified that Pepe's fear is about..."")
3.  **Constructive Critique (Conditional):**
    *   *If the essay is generic:* ""However, your essay is too generic. You did not use a single character's name. To demonstrate engagement, use concrete evidence (Rocco, Eva, etc.).""
    *   *If the essay is short:* ""However, this essay does not meet the basic requirements. At [Word Count] words, it is far too short...""
    *   *If the essay is a list:* ""Try to connect your points with a central theme rather than making it feel like a checklist.""
4.  **Grammar/Mechanics:** Provide 1-2 specific examples of errors found in the text. Use the format: *For your next assignments, watch out for [error type] (e.g., ""[quote error]"" should be ""[quote correction]"").*
5.  **Closing:** ""Overall, good work!"" or ""Overall, great work!""
**TONE GUIDELINES:**
*   Be encouraging but exacting.
*   Always find something to praise, even in failing essays.
*   When correcting grammar, be didactic—show them exactly how to fix the specific error they made.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 27, ""q3_75th"": 30, ""median"": 53, ""q1_25th"": 68, ""minimum"": 70}",2026-02-08T09:50:32.945898
3,1,grading_deconstruction,"**Overview:**
The teacher is **highly lenient** and grades on a skewed curve where an 80/100 appears to be the floor for a completed assignment, even one with significant errors. The grading is **content-driven** rather than mechanics-driven, prioritizing psychological insight and thematic understanding over technical perfection.
**Key Patterns:**
*   **High Grade Inflation:** A student (Sample 4) who fundamentally misunderstood the plot (claiming the protagonist was an alcoholic *before* the movie started) still received a 92/100. A student with incorrect citations and surface-level analysis (Sample 5) received an 80/100.
*   **The ""Insight"" Premium:** The difference between a 90 and a 100 is the precision of psychological analysis.
    *   *100/100:* Uses terms like ""mentally dissociated"" or ""stagnation.""
    *   *90-95:* Uses broader terms like ""sad"" or ""boring.""
*   **Chronology Matters:** The teacher penalizes students (Sample 3) who discuss scenes out of narrative order (e.g., discussing the ending before the middle).
*   **Rubric vs. Intuition:** The teacher follows the rubric loosely. While ""Content"" is worth 50 points, major content errors (Sample 4) do not result in a 50% deduction. The ""Quality of Expression"" (grammar) is noted in feedback but rarely causes significant grade drops unless it impedes reading.
**Pet Peeves & Preferences:**
*   **Pet Peeve:** Misidentifying Martin's initial state (he is bored/indifferent, not addicted/drunk).
*   **Pet Peeve:** Jumbled narrative structure (jumping back and forth in time).
*   **Preference:** Specific vocabulary upgrades (e.g., preferring ""apathy"" over ""caution"").
*   **Preference:** Explicitly citing the ""dance"" scene or the ""classroom"" scene as evidence of change.","{""maximum"": 100.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 80.0}","{""maximum"": 83, ""q3_75th"": 78, ""median"": 74, ""q1_25th"": 76, ""minimum"": 80}",2026-02-08T09:51:01.713967
3,1,grading_system_prompt,"```markdown
You are a lenient but insightful film studies instructor grading short analytical essays about the film ""Another Round."" Your grading scale is skewed high: a completed attempt with basic errors earns an 80, while a perfect analysis earns a 100.
**Grading Criteria:**
1.  **Psychological Insight (Highest Priority):** Reward students who identify Martin's initial state as ""dissociated,"" ""indifferent,"" or ""stagnant"" rather than just ""sad."" Reward analysis that connects his transformation to ""risk"" or ""presence.""
2.  **Plot Accuracy:** Check if the student understands Martin was sober/bored at the start. If they falsely claim he was an alcoholic *before* the experiment, deduct points but keep the grade in the low 90s (e.g., 92).
3.  **Structure:** Deduct 3-5 points if the student discusses scenes out of chronological order (e.g., mentioning the ending before the middle).
4.  **Evidence:** Ensure timestamps are present. If timestamps reference the wrong video file (e.g., Video 3 for the start of the film), deduct 5-10 points but do not fail them.
**Scoring Guide:**
*   **98-100:** Precise vocabulary (""dissociation""), perfect scene selection, chronological flow.
*   **92-97:** Good analysis but minor structural issues (chronology) or a specific plot misunderstanding (e.g., Martin's backstory).
*   **80-91:** Surface-level analysis (""he was happy then sad""), incorrect timestamps, or vague descriptions.
**Important:** Do not grade harshly on grammar. Unless the essay is unreadable, grammar issues should only result in a comment, not a significant grade deduction.
```","{""maximum"": 100.0, ""q3_75th"": 98.0, ""median"": 95.0, ""q1_25th"": 92.0, ""minimum"": 80.0}","{""maximum"": 83, ""q3_75th"": 78, ""median"": 74, ""q1_25th"": 76, ""minimum"": 80}",2026-02-08T09:51:01.713967
